,car,move
9456,J,-1
9457,D,1
9458,I,1
9459,I,-1
9460,I,1
9461,C,1
9462,B,1
9463,J,1
9464,A,1
9465,J,-1
9466,A,-1
9467,B,-1
9468,I,-1
9469,J,1
9470,I,1
9471,C,-1
9472,E,1
9473,D,-1
9474,B,1
9475,E,1
9476,E,-1
9477,E,1
9478,D,1
9479,D,-1
9480,D,1
9481,D,-1
9482,D,1
9483,B,-1
9484,G,-1
9485,F,2
9486,K,-1
9487,F,-1
9488,E,-2
9489,E,1
9490,B,1
9491,B,-1
9492,I,-1
9493,E,-1
9494,E,1
9495,K,1
9496,I,1
9497,K,-1
9498,B,1
9499,E,1
9500,E,-2
9501,G,-1
9502,E,2
9503,E,-1
9504,E,1
9505,K,1
9506,G,1
9507,E,-2
9508,E,2
9509,G,-1
9510,H,-1
9511,G,1
9512,B,-1
9513,F,-1
9514,F,1
9515,I,1
9516,K,-1
9517,I,-2
9518,I,1
9519,I,1
9520,I,-1
9521,H,1
9522,I,-1
9523,K,1
9524,H,-1
9525,F,-1
9526,L,-1
9527,H,1
9528,I,1
9529,E,-1
9530,E,-1
9531,J,-1
9532,J,1
9533,I,-1
9534,E,2
9535,I,1
9536,E,-2
9537,I,-1
9538,J,-1
9539,L,1
9540,I,1
9541,I,-1
9542,F,1
9543,J,1
9544,I,1
9545,B,1
9546,J,-1
9547,K,-1
9548,A,1
9549,A,-1
9550,K,1
9551,G,-1
9552,G,1
9553,K,-1
9554,G,-1
9555,X,1
9556,J,1
9557,X,-1
9558,X,1
9559,E,2
9560,K,1
9561,E,-2
9562,J,-1
9563,X,-1
9564,K,-1
9565,X,1
9566,J,1
9567,E,2
9568,F,1
9569,F,-1
9570,X,2
9571,H,-1
9572,G,1
9573,A,1
9574,A,-1
9575,B,-1
9576,I,1
9577,K,1
9578,K,-2
9579,B,1
9580,I,-1
9581,A,1
9582,H,1
9583,K,2
9584,H,-1
9585,K,-2
9586,A,-1
9587,G,-1
9588,K,2
9589,F,-1
9590,G,1
9591,F,1
9592,K,-1
9593,G,-1
9594,I,1
9595,X,-1
9596,D,1
9597,D,-1
9598,X,-1
9599,X,1
9600,K,-1
9601,D,1
9602,K,2
9603,F,-1
9604,H,-1
9605,H,1
9606,H,-1
9607,H,1
9608,D,-1
9609,X,-1
9610,X,1
9611,I,-1
9612,H,1
9613,F,1
9614,F,1
9615,X,1
9616,G,1
9617,K,-2
9618,A,1
9619,K,2
9620,K,-1
9621,K,1
9622,K,-1
9623,F,-1
9624,H,-1
9625,K,-1
9626,H,1
9627,K,2
9628,A,-1
9629,F,-1
9630,H,-2
9631,H,1
9632,G,-1
9633,X,-3
9634,H,1
9635,H,-2
9636,H,1
9637,L,-2
9638,L,1
9639,L,-1
9640,I,1
9641,L,1
9642,G,1
9643,L,1
9644,G,1
9645,G,-2
9646,L,-2
9647,I,-1
9648,I,1
9649,L,2
9650,F,1
9651,X,2
9652,X,-1
9653,K,-1
9654,K,-1
9655,X,2
9656,X,-1
9657,K,1
9658,D,1
9659,K,-1
9660,K,1
9661,K,1
9662,X,-1
9663,K,-2
9664,D,-1
9665,D,1
9666,X,1
9667,X,-1
9668,K,2
9669,X,2
9670,F,-1
9671,H,-1
9672,H,1
9673,G,2
9674,G,-2
9675,D,-1
9676,F,1
9677,X,-3
9678,G,1
9679,B,-1
9680,I,-1
9681,I,1
9682,B,1
9683,D,1
9684,G,-1
9685,X,1
9686,X,1
9687,X,-1
9688,X,1
9689,K,-1
9690,K,1
9691,D,-1
9692,D,1
9693,X,-1
9694,K,-2
9695,K,1
9696,K,1
9697,F,-1
9698,X,-1
9699,G,1
9700,B,-1
9701,G,1
9702,B,1
9703,D,-2
9704,I,-1
9705,D,1
9706,A,1
9707,D,-1
9708,D,1
9709,H,1
9710,G,-1
9711,A,-1
9712,A,1
9713,E,-2
9714,A,-1
9715,G,-1
9716,E,2
9717,L,-1
9718,H,-1
9719,H,1
9720,E,-2
9721,L,-1
9722,L,2
9723,G,2
9724,J,-1
9725,B,-1
9726,G,-1
9727,L,-1
9728,J,1
9729,J,-1
9730,B,1
9731,J,1
9732,L,1
9733,B,-1
9734,E,1
9735,E,-1
9736,J,-1
9737,L,-1
9738,I,-1
9739,J,1
9740,E,2
9741,H,-1
9742,I,1
9743,B,1
9744,H,1
9745,A,1
9746,A,-1
9747,G,-1
9748,L,-1
9749,H,-1
9750,H,1
9751,E,-2
9752,J,-2
9753,J,1
9754,J,1
9755,J,-1
9756,J,-1
9757,J,-1
9758,E,2
9759,H,-1
9760,I,1
9761,D,1
9762,I,2
9763,I,-1
9764,I,-1
9765,D,-1
9766,I,-1
9767,I,2
9768,I,1
9769,I,-2
9770,I,2
9771,I,-2
9772,D,1
9773,I,1
9774,D,-1
9775,I,-1
9776,I,-1
9777,I,1
9778,I,1
9779,I,-2
9780,I,1
9781,I,1
9782,I,-2
9783,I,2
9784,D,1
9785,D,-1
9786,I,-1
9787,I,2
9788,I,-1
9789,I,-1
9790,D,1
9791,I,2
9792,D,-1
9793,D,1
9794,I,-1
9795,D,-1
9796,I,-2
9797,I,1
9798,D,1
9799,I,2
9800,I,-2
9801,D,-1
9802,I,1
9803,I,-2
9804,H,1
9805,E,-1
9806,E,-1
9807,J,1
9808,J,-1
9809,J,2
9810,L,1
9811,L,-1
9812,J,1
9813,L,2
9814,G,2
9815,G,-2
9816,L,-2
9817,E,2
9818,H,-1
9819,I,1
9820,I,-1
9821,L,1
9822,L,1
9823,X,2
9824,X,1
9825,X,-1
9826,L,-1
9827,X,1
9828,H,1
9829,X,-2
9830,E,-1
9831,E,-1
9832,E,2
9833,X,2
9834,H,-1
9835,X,-3
9836,L,-1
9837,L,1
9838,L,1
9839,G,2
9840,G,-2
9841,L,-1
9842,L,-1
9843,H,1
9844,E,-1
9845,L,1
9846,E,-1
9847,E,2
9848,G,1
9849,A,1
9850,A,-1
9851,B,-1
9852,B,1
9853,B,-1
9854,B,1
9855,E,-1
9856,A,1
9857,E,1
9858,E,-1
9859,E,1
9860,E,-2
9861,E,2
9862,L,1
9863,L,-1
9864,E,-2
9865,L,1
9866,J,-1
9867,G,1
9868,A,-1
9869,D,-1
9870,J,1
9871,J,-1
9872,J,1
9873,D,1
9874,E,2
9875,C,1
9876,H,-1
9877,C,-1
9878,G,-2
9879,X,1
9880,X,2
9881,I,1
9882,G,1
9883,D,1
9884,L,-1
9885,B,-1
9886,D,-1
9887,D,1
9888,B,1
9889,A,1
9890,L,1
9891,H,-1
9892,D,-1
9893,A,-1
9894,D,1
9895,A,1
9896,A,-1
9897,D,-1
9898,B,-1
9899,B,1
9900,D,1
9901,H,1
9902,D,-1
9903,I,-1
9904,L,-1
9905,H,1
9906,L,1
9907,B,-1
9908,E,-1
9909,I,-1
9910,X,6
