,car,move
5727,F,1
5728,K,-1
5729,X,1
5730,D,-1
5731,K,-1
5732,D,1
5733,D,-1
5734,K,1
5735,K,-1
5736,K,2
5737,K,-2
5738,K,1
5739,K,1
5740,K,-2
5741,K,2
5742,K,-1
5743,D,1
5744,X,-1
5745,K,1
5746,G,1
5747,G,-1
5748,D,-1
5749,G,1
5750,D,1
5751,E,-1
5752,G,-1
5753,X,1
5754,E,1
5755,K,-1
5756,E,-1
5757,H,-1
5758,I,-1
5759,K,-1
5760,K,1
5761,K,-1
5762,K,1
5763,K,1
5764,X,-1
5765,I,-1
5766,K,-1
5767,I,1
5768,I,1
5769,H,1
5770,G,1
5771,G,-1
5772,X,1
5773,E,1
5774,D,-1
5775,K,1
5776,K,-1
5777,D,1
5778,X,-1
5779,G,1
5780,A,1
5781,D,-1
5782,K,1
5783,D,1
5784,A,-1
5785,D,-1
5786,G,-1
5787,X,1
5788,X,-1
5789,D,1
5790,K,-1
5791,X,1
5792,K,1
5793,K,-2
5794,K,2
5795,K,-1
5796,D,-1
5797,K,1
5798,X,-1
5799,F,-1
5800,X,1
5801,D,1
5802,L,-1
5803,E,-1
5804,X,-1
5805,X,1
5806,X,-1
5807,H,-1
5808,L,1
5809,H,-1
5810,I,-2
5811,I,2
5812,G,1
5813,I,-1
5814,H,1
5815,I,-1
5816,G,1
5817,C,1
5818,A,1
5819,C,-1
5820,A,-1
5821,J,1
5822,G,-1
5823,G,-1
5824,G,1
5825,J,-1
5826,H,-1
5827,I,1
5828,I,1
5829,G,-1
5830,I,-1
5831,X,1
5832,I,-1
5833,I,2
5834,H,1
5835,H,1
5836,L,-1
5837,H,-1
5838,I,-1
5839,I,1
5840,X,-1
5841,I,-1
5842,L,1
5843,G,2
5844,B,-1
5845,I,1
5846,I,-2
5847,I,2
5848,C,1
5849,H,1
5850,H,-1
5851,H,1
5852,C,-1
5853,C,1
5854,E,1
5855,C,-1
5856,C,1
5857,E,-1
5858,B,1
5859,E,1
5860,C,-1
5861,D,-2
5862,A,1
5863,A,-1
5864,D,1
5865,A,1
5866,D,1
5867,C,2
5868,A,-1
5869,B,-1
5870,C,-2
5871,D,-1
5872,B,1
5873,D,-1
5874,B,-1
5875,D,1
5876,C,1
5877,D,1
5878,C,-1
5879,C,1
5880,D,-1
5881,D,1
5882,C,-1
5883,C,1
5884,B,1
5885,C,-1
5886,C,2
5887,B,-1
5888,C,-1
5889,E,-1
5890,E,1
5891,D,-1
5892,B,1
5893,B,-1
5894,D,1
5895,D,-1
5896,D,1
5897,D,-1
5898,B,1
5899,D,1
5900,E,-1
5901,A,1
5902,E,1
5903,C,-1
5904,A,-1
5905,G,-1
5906,E,-1
5907,F,2
5908,F,-2
5909,E,1
5910,E,-1
5911,B,-1
5912,L,-1
5913,E,1
5914,L,1
5915,B,1
5916,L,-1
5917,B,-1
5918,D,-1
5919,L,1
5920,D,1
5921,L,-1
5922,L,1
5923,E,-1
5924,F,1
5925,K,-1
5926,F,1
5927,B,1
5928,A,1
5929,K,1
5930,F,-2
5931,L,-1
5932,H,-1
5933,I,-2
5934,L,1
5935,H,-1
5936,H,1
5937,I,2
5938,F,1
5939,K,-1
5940,I,-1
5941,I,1
5942,I,-2
5943,A,-1
5944,A,1
5945,I,2
5946,H,1
5947,F,1
5948,K,1
5949,A,-1
5950,F,-1
5951,A,1
5952,E,1
5953,E,-1
5954,E,1
5955,E,-1
5956,H,-1
5957,H,1
5958,H,-1
5959,F,-1
5960,H,1
5961,E,1
5962,D,-1
5963,A,-1
5964,B,-1
5965,D,1
5966,E,-1
5967,E,1
5968,D,-1
5969,F,1
5970,F,-1
5971,F,1
5972,F,-1
5973,D,1
5974,B,1
5975,G,-1
5976,G,1
5977,L,-1
5978,B,-1
5979,D,-1
5980,L,1
5981,L,-1
5982,L,1
5983,L,-1
5984,D,1
5985,D,-1
5986,B,1
5987,B,-1
5988,B,1
5989,L,1
5990,L,-1
5991,B,-1
5992,D,1
5993,D,-1
5994,D,1
5995,L,1
5996,G,1
5997,C,1
5998,B,1
5999,C,-1
6000,C,2
6001,C,-1
6002,D,-1
6003,C,-1
6004,D,1
6005,G,-1
6006,D,-1
6007,L,-1
6008,G,-1
6009,L,-1
6010,J,-1
6011,J,1
6012,L,1
6013,D,1
6014,L,-1
6015,L,2
6016,G,2
6017,D,-2
6018,D,2
6019,B,-1
6020,E,-1
6021,C,1
6022,H,-1
6023,I,-1
6024,B,1
6025,I,1
6026,H,1
6027,E,1
6028,D,-1
6029,B,-1
6030,B,1
6031,B,-1
6032,D,1
6033,C,-1
6034,D,-2
6035,D,2
6036,D,-1
6037,G,-1
6038,F,1
6039,D,1
6040,K,-1
6041,B,1
6042,A,1
6043,D,-1
6044,D,1
6045,K,1
6046,F,-1
6047,E,-1
6048,H,-1
6049,A,-1
6050,B,-1
6051,L,-1
6052,B,1
6053,L,1
6054,G,-1
6055,G,2
6056,G,-2
6057,G,1
6058,H,1
6059,F,2
6060,G,-1
6061,G,1
6062,A,1
6063,F,-2
6064,F,1
6065,H,-1
6066,K,-1
6067,I,-1
6068,I,-1
6069,J,1
6070,J,-1
6071,K,1
6072,A,-1
6073,A,1
6074,J,1
6075,A,-1
6076,A,1
6077,A,-1
6078,F,-1
6079,H,-1
6080,H,1
6081,B,-1
6082,L,-1
6083,B,1
6084,G,-1
6085,L,-1
6086,J,-3
6087,J,3
6088,J,-1
6089,I,1
6090,I,1
6091,L,2
6092,F,1
6093,K,-1
6094,G,1
6095,K,1
6096,I,-1
6097,A,1
6098,I,-1
6099,K,-1
6100,J,1
6101,A,-1
6102,K,1
6103,B,-1
6104,J,-1
6105,J,1
6106,F,-1
6107,J,-1
6108,G,1
6109,B,1
6110,G,-2
6111,L,-1
6112,L,1
6113,J,1
6114,L,-1
6115,L,-1
6116,L,1
6117,X,1
6118,X,-1
6119,J,-1
6120,J,1
6121,G,1
6122,A,1
6123,L,1
6124,L,-1
6125,A,-1
6126,B,-1
6127,B,1
6128,B,-1
6129,J,-1
6130,J,1
6131,B,1
6132,A,1
6133,L,1
6134,L,-1
6135,J,-1
6136,I,1
6137,I,-1
6138,I,2
6139,I,-1
6140,I,1
6141,A,-1
6142,I,-2
6143,B,-1
6144,J,1
6145,B,1
6146,G,-1
6147,J,-1
6148,L,1
6149,L,-1
6150,I,1
6151,L,1
6152,I,-1
6153,G,2
6154,B,-1
6155,J,1
6156,C,1
6157,C,-1
6158,G,-1
6159,F,1
6160,K,-1
6161,K,1
6162,F,-1
6163,G,1
6164,C,1
6165,J,-1
6166,J,1
6167,B,1
6168,A,1
6169,J,-1
6170,I,2
6171,I,-1
6172,A,-1
6173,I,1
6174,H,1
6175,C,-1
6176,B,-1
6177,C,1
6178,C,-1
6179,C,1
6180,E,1
6181,D,-1
6182,C,-1
6183,B,1
6184,B,-1
6185,G,-1
6186,B,1
6187,B,-1
6188,L,-1
6189,L,1
6190,D,1
6191,G,1
6192,C,2
6193,C,-1
6194,C,1
6195,C,-1
6196,E,-1
6197,B,1
6198,B,-1
6199,B,1
6200,A,1
6201,C,-1
6202,A,-1
6203,G,-2
6204,L,-2
6205,E,1
6206,E,-1
6207,J,-1
6208,E,1
6209,D,-1
6210,J,-1
6211,D,1
6212,D,-1
6213,D,1
6214,E,-1
6215,H,-1
6216,I,-1
6217,I,1
6218,J,1
6219,H,1
6220,J,-1
6221,E,2
6222,E,1
6223,E,-3
6224,H,-1
6225,J,2
6226,L,1
6227,I,-2
6228,L,1
6229,L,-1
6230,I,2
6231,L,-1
6232,H,1
6233,L,2
6234,G,1
6235,F,2
6236,K,-1
6237,K,1
6238,K,-1
6239,A,1
6240,K,1
6241,F,-1
6242,K,-1
6243,K,1
6244,H,-1
6245,I,-1
6246,A,-1
6247,G,-1
6248,X,1
6249,K,-2
6250,I,-1
6251,J,1
6252,K,2
6253,K,-1
6254,K,1
6255,X,-1
6256,K,-1
6257,K,1
6258,J,-1
6259,J,1
6260,G,1
6261,F,-1
6262,F,1
6263,B,-1
6264,J,-1
6265,I,2
6266,K,-1
6267,K,1
6268,I,-2
6269,I,2
6270,F,-1
6271,G,1
6272,I,-1
6273,B,1
6274,I,1
6275,A,1
6276,C,1
6277,I,-2
6278,I,2
6279,I,-2
6280,A,-1
6281,B,-1
6282,J,1
6283,J,-1
6284,B,1
6285,A,1
6286,I,2
6287,I,-1
6288,C,-1
6289,C,1
6290,A,-1
6291,C,-1
6292,I,1
6293,A,1
6294,G,-1
6295,I,-1
6296,L,-1
6297,A,-1
6298,I,-1
6299,L,1
6300,G,-1
6301,X,1
6302,H,-1
6303,X,-1
6304,X,1
6305,I,1
6306,I,-1
6307,H,1
6308,X,-1
6309,X,1
6310,L,-1
6311,X,-1
6312,L,1
6313,G,1
6314,H,-1
6315,I,1
6316,G,-1
6317,G,1
6318,G,-1
6319,X,1
6320,I,1
6321,I,-2
6322,I,1
6323,H,1
6324,F,1
6325,I,-1
6326,F,-1
6327,I,2
6328,I,-1
6329,L,-1
6330,I,1
6331,I,-1
6332,I,1
6333,L,1
6334,H,-1
6335,X,-1
6336,H,1
6337,G,1
6338,F,1
6339,G,-1
6340,G,1
6341,I,-2
6342,K,-1
6343,B,-1
6344,K,1
6345,K,-1
6346,B,1
6347,G,-1
6348,K,1
6349,F,-1
6350,J,1
6351,G,1
6352,G,-1
6353,L,-2
6354,J,-1
6355,L,1
6356,L,-1
6357,L,2
6358,L,-2
6359,J,-1
6360,J,-1
6361,I,2
6362,I,-1
6363,I,1
6364,J,1
6365,H,1
6366,J,-1
6367,E,1
6368,D,-1
6369,D,1
6370,J,2
6371,L,2
6372,L,-2
6373,J,-2
6374,D,-1
6375,J,2
6376,D,1
6377,L,2
6378,D,-1
6379,G,1
6380,A,1
6381,L,-1
6382,A,-1
6383,A,1
6384,D,1
6385,D,-1
6386,A,-1
6387,L,1
6388,B,-1
6389,L,-1
6390,B,1
6391,G,-1
6392,L,-1
6393,L,1
6394,G,1
6395,L,1
6396,B,-1
6397,G,1
6398,C,1
6399,C,-1
6400,D,1
6401,B,1
6402,D,-2
6403,B,-1
6404,D,2
6405,B,1
6406,D,-1
6407,B,-1
6408,D,1
6409,G,-1
6410,L,-1
6411,E,-1
6412,L,1
6413,L,-1
6414,B,1
6415,E,1
6416,G,-1
6417,D,-1
6418,D,1
6419,G,1
6420,D,-1
6421,D,1
6422,A,1
6423,A,-1
6424,B,-1
6425,E,-1
6426,B,1
6427,L,1
6428,H,-2
6429,G,-1
6430,H,2
6431,E,1
6432,G,1
6433,B,-1
6434,D,-1
6435,L,-1
6436,D,1
6437,D,-1
6438,B,1
6439,B,-1
6440,L,1
6441,B,1
6442,G,-1
6443,G,1
6444,G,1
6445,A,1
6446,G,-1
6447,G,1
6448,G,-1
6449,A,-1
6450,G,-1
6451,L,-1
6452,L,-1
6453,D,1
6454,J,-2
6455,E,1
6456,E,-1
6457,J,1
6458,D,-1
6459,D,1
6460,J,-1
6461,E,-1
6462,J,1
6463,J,1
6464,E,1
6465,E,-1
6466,J,-2
6467,E,3
6468,H,-1
6469,I,-2
6470,I,2
6471,D,-1
6472,H,1
6473,D,1
6474,H,-1
6475,I,-2
6476,I,1
6477,I,-1
6478,I,2
6479,I,-1
6480,I,-1
6481,I,1
6482,D,-1
6483,I,-2
6484,I,1
6485,D,1
6486,D,-1
6487,I,1
6488,I,1
6489,I,-3
6490,I,1
6491,I,1
6492,D,1
6493,D,-1
6494,I,-2
6495,H,1
6496,H,-1
6497,I,3
6498,H,1
6499,E,-1
6500,D,1
6501,D,-1
6502,E,-1
6503,E,2
6504,D,1
6505,E,-1
6506,E,-1
6507,D,-1
6508,J,1
6509,J,1
6510,L,2
6511,L,-2
6512,D,1
6513,L,1
6514,L,-1
6515,L,1
6516,D,-1
6517,D,1
6518,L,-1
6519,E,-1
6520,L,2
6521,L,-1
6522,X,1
6523,X,-1
6524,G,1
6525,L,1
6526,B,-1
6527,B,1
6528,F,2
6529,K,-1
6530,F,-1
6531,F,1
6532,G,-1
6533,G,1
6534,G,-1
6535,G,1
6536,A,1
6537,A,-1
6538,F,-1
6539,H,-1
6540,G,-1
6541,I,-1
6542,I,1
6543,I,-1
6544,K,1
6545,I,-1
6546,I,1
6547,K,-1
6548,K,1
6549,G,1
6550,B,-1
6551,B,1
6552,F,-1
6553,F,1
6554,A,1
6555,A,-1
6556,K,-1
6557,G,-1
6558,K,1
6559,X,1
6560,K,-2
6561,K,2
6562,F,-1
6563,I,-1
6564,I,2
6565,H,-1
6566,H,2
6567,E,1
6568,F,1
6569,F,-1
6570,L,-1
6571,D,-1
6572,D,1
6573,D,-1
6574,L,1
6575,X,-1
6576,F,1
6577,F,-1
6578,L,-2
6579,J,-2
6580,J,2
6581,J,-1
6582,J,-1
6583,J,2
6584,D,1
6585,D,-1
6586,L,2
6587,D,1
6588,F,1
6589,G,1
6590,E,-1
6591,B,-1
6592,F,1
6593,F,-1
6594,B,1
6595,F,-1
6596,A,1
6597,E,1
6598,F,1
6599,E,-1
6600,A,-1
6601,G,-1
6602,K,-1
6603,X,1
6604,E,1
6605,K,-1
6606,K,2
6607,K,-2
6608,K,1
6609,K,-1
6610,K,2
6611,D,-1
6612,K,-2
6613,K,2
6614,D,1
6615,X,-1
6616,F,-1
6617,G,1
6618,G,-1
6619,G,2
6620,E,-1
6621,H,-1
6622,B,-1
6623,I,-1
6624,B,1
6625,A,1
6626,G,-1
6627,A,-1
6628,A,1
6629,F,1
6630,F,-1
6631,F,1
6632,K,-1
6633,K,1
6634,I,-1
6635,F,-1
6636,I,1
6637,I,-1
6638,F,1
6639,I,2
6640,F,-1
6641,I,-2
6642,I,1
6643,H,-1
6644,I,-1
6645,A,-1
6646,G,-1
6647,I,1
6648,H,1
6649,L,-1
6650,I,1
6651,X,1
6652,X,-1
6653,X,1
6654,I,-1
6655,X,-1
6656,L,-1
6657,J,-1
6658,I,-1
6659,I,1
6660,I,-1
6661,I,1
6662,I,1
6663,I,-1
6664,I,1
6665,I,-1
6666,I,-1
6667,J,1
6668,I,1
6669,I,-1
6670,L,1
6671,I,1
6672,L,-1
6673,I,1
6674,I,-1
6675,L,2
6676,I,-1
6677,G,2
6678,A,1
6679,C,1
6680,I,1
6681,I,-1
6682,J,1
6683,C,-1
6684,C,1
6685,J,-1
6686,J,1
6687,J,-1
6688,J,1
6689,A,-1
6690,J,-1
6691,J,1
6692,B,-1
6693,J,-1
6694,J,1
6695,C,-1
6696,C,1
6697,B,1
6698,B,-1
6699,C,-1
6700,J,-1
6701,C,1
6702,C,-1
6703,C,1
6704,J,1
6705,C,-1
6706,C,1
6707,B,1
6708,A,1
6709,A,-1
6710,C,-1
6711,A,1
6712,J,-1
6713,A,-1
6714,I,2
6715,I,-2
6716,B,-1
6717,C,1
6718,B,1
6719,J,1
6720,C,-1
6721,G,-1
6722,J,-1
6723,G,1
6724,J,1
6725,A,1
6726,A,-1
6727,G,-2
6728,L,-1
6729,L,-1
6730,J,-1
6731,I,2
6732,I,-2
6733,J,-2
6734,J,3
6735,L,1
6736,L,-1
6737,J,-3
6738,J,2
6739,L,1
6740,X,1
6741,I,2
6742,X,-1
6743,I,-2
6744,I,2
6745,L,-1
6746,H,1
6747,E,1
6748,L,2
6749,E,-1
6750,F,1
6751,E,1
6752,K,-1
6753,G,1
6754,D,-1
6755,K,1
6756,F,-1
6757,G,1
6758,G,-1
6759,B,-1
6760,D,1
6761,D,-1
6762,L,-1
6763,D,1
6764,D,-1
6765,B,1
6766,G,-1
6767,X,1
6768,L,1
6769,X,-1
6770,X,1
6771,X,-1
6772,L,-2
6773,L,2
6774,G,1
6775,D,1
6776,F,1
6777,A,1
6778,K,-1
6779,K,1
6780,D,-1
6781,F,-1
6782,L,-1
6783,D,1
6784,L,1
6785,D,-1
6786,G,1
6787,D,1
6788,C,2
6789,C,-1
6790,C,1
6791,C,-1
6792,D,-1
6793,D,1
6794,C,-1
6795,C,2
6796,C,-1
6797,A,-1
6798,C,-1
6799,D,-1
6800,A,1
6801,C,1
6802,D,1
6803,D,-1
6804,A,-1
6805,B,-1
6806,C,-1
6807,B,1
6808,B,-1
6809,D,1
6810,D,-1
6811,D,1
6812,C,1
6813,D,-1
6814,D,1
6815,B,1
6816,C,-1
6817,C,1
6818,C,1
6819,B,-1
6820,C,-1
6821,B,1
6822,C,1
6823,A,1
6824,A,-1
6825,C,-1
6826,B,-1
6827,B,1
6828,D,-1
6829,B,-1
6830,C,-1
6831,D,1
6832,G,-1
6833,D,-1
6834,L,-1
6835,L,1
6836,F,1
6837,B,1
6838,B,-1
6839,K,-1
6840,B,1
6841,D,1
6842,B,-1
6843,K,1
6844,E,-1
6845,E,1
6846,E,-1
6847,F,-1
6848,L,-1
6849,L,1
6850,G,1
6851,G,-1
6852,H,-1
6853,F,1
6854,K,-1
6855,K,1
6856,I,-1
6857,K,-1
6858,B,1
6859,I,-1
6860,B,-1
6861,K,1
6862,K,-1
6863,I,1
6864,I,-1
6865,J,1
6866,B,1
6867,G,-1
6868,K,1
6869,J,-1
6870,X,1
6871,K,-2
6872,K,1
6873,J,1
6874,K,1
6875,F,-1
6876,X,-1
6877,G,2
6878,J,-1
6879,I,2
6880,C,1
6881,I,-2
6882,A,1
6883,A,-1
6884,C,-1
6885,B,-1
6886,B,1
6887,A,1
6888,J,1
6889,J,-1
6890,A,-1
6891,J,1
6892,G,-1
6893,G,-1
6894,J,-1
6895,G,2
6896,J,1
6897,J,-1
6898,C,1
6899,B,-1
6900,B,1
6901,A,1
6902,I,2
6903,I,-2
6904,I,2
6905,A,-1
6906,I,-2
6907,J,1
6908,C,-1
6909,B,-1
6910,G,-1
6911,L,-1
6912,B,1
6913,B,-1
6914,B,1
6915,L,1
6916,F,1
6917,A,1
6918,F,-1
6919,L,-1
6920,A,-1
6921,J,-1
6922,J,1
6923,A,1
6924,J,-1
6925,J,1
6926,A,-1
6927,A,1
6928,L,1
6929,L,-1
6930,L,1
6931,A,-1
6932,J,-1
6933,B,-1
6934,J,1
6935,B,1
6936,G,-1
6937,G,2
6938,B,-1
6939,B,1
6940,G,-2
6941,G,1
6942,J,-1
6943,L,-1
6944,I,2
6945,A,1
6946,I,-1
6947,A,-1
6948,I,1
6949,H,1
6950,G,-1
6951,L,-1
6952,E,1
6953,J,-1
6954,D,-1
6955,J,1
6956,L,2
6957,D,1
6958,D,-1
6959,X,1
6960,F,1
6961,X,-1
6962,X,1
6963,X,-1
6964,X,1
6965,X,-1
6966,D,1
6967,E,-1
6968,H,-1
6969,I,-1
6970,X,1
6971,K,-1
6972,I,1
6973,I,-1
6974,X,-1
6975,I,-1
6976,K,1
6977,G,1
6978,K,-1
6979,I,1
6980,I,-1
6981,I,2
6982,I,-2
6983,K,1
6984,B,-1
6985,I,2
6986,K,-1
6987,K,1
6988,F,-1
6989,L,-1
6990,I,-1
6991,B,1
6992,A,1
6993,I,1
6994,I,-2
6995,A,-1
6996,B,-1
6997,J,1
6998,B,1
6999,J,-1
7000,I,1
7001,I,1
7002,I,-2
7003,A,1
7004,J,1
7005,J,-1
7006,I,1
7007,I,1
7008,L,1
7009,L,-1
7010,A,-1
7011,L,1
7012,F,1
7013,I,-2
7014,K,-1
7015,B,-1
7016,I,2
7017,I,-1
7018,I,-1
7019,J,1
7020,B,1
7021,A,1
7022,K,1
7023,K,-1
7024,J,-1
7025,A,-1
7026,B,-1
7027,I,2
7028,K,1
7029,F,-1
7030,F,1
7031,I,-2
7032,I,2
7033,I,-1
7034,K,-1
7035,I,1
7036,K,1
7037,F,-1
7038,H,-1
7039,B,1
7040,G,-1
7041,I,-1
7042,G,1
7043,I,-1
7044,G,-1
7045,I,1
7046,H,1
7047,L,-2
7048,J,-1
7049,I,-1
7050,J,2
7051,J,-3
7052,J,3
7053,J,-2
7054,J,2
7055,L,1
7056,L,-1
7057,L,2
7058,G,1
7059,J,-1
7060,A,1
7061,J,1
7062,F,1
7063,F,-1
7064,G,1
7065,G,-1
7066,H,-1
7067,J,-1
7068,J,1
7069,H,1
7070,J,-1
7071,I,2
7072,L,-1
7073,L,1
7074,I,-2
7075,I,2
7076,G,1
7077,A,-1
7078,A,1
7079,C,1
7080,I,-1
7081,I,1
7082,I,-1
7083,I,1
7084,C,-1
7085,I,-1
7086,C,1
7087,C,-1
7088,G,-1
7089,H,-1
7090,I,1
7091,H,1
7092,A,-1
7093,A,1
7094,L,-1
7095,L,1
7096,H,-1
7097,H,1
7098,G,1
7099,C,1
7100,A,-1
7101,H,1
7102,C,-1
7103,H,-1
7104,I,-1
7105,I,-1
7106,B,-1
7107,B,1
7108,I,1
7109,I,-1
7110,I,1
7111,G,-2
7112,I,1
7113,I,-1
7114,G,1
7115,B,-1
7116,I,-1
7117,I,1
7118,I,-1
7119,L,-1
7120,J,1
7121,B,1
7122,B,-1
7123,J,-1
7124,J,1
7125,J,-1
7126,J,1
7127,J,-1
7128,L,1
7129,I,1
7130,H,-1
7131,H,1
7132,F,1
7133,F,-1
7134,B,1
7135,I,1
7136,A,1
7137,I,-2
7138,I,2
7139,G,1
7140,I,-1
7141,A,-1
7142,C,1
7143,A,1
7144,C,-1
7145,C,1
7146,A,-1
7147,I,-1
7148,B,-1
7149,B,1
7150,I,2
7151,A,1
7152,H,1
7153,A,-1
7154,H,-1
7155,B,-1
7156,B,1
7157,I,-2
7158,I,2
7159,C,-1
7160,C,1
7161,I,-1
7162,I,-1
7163,J,1
7164,A,1
7165,C,-1
7166,J,-1
7167,J,1
7168,J,-1
7169,I,1
7170,G,-1
7171,H,-1
7172,A,-1
7173,H,1
7174,G,1
7175,C,1
7176,B,-1
7177,I,-1
7178,C,-1
7179,C,1
7180,I,2
7181,C,-1
7182,B,1
7183,G,-1
7184,F,1
7185,H,1
7186,B,-1
7187,B,1
7188,H,-1
7189,I,-1
7190,A,1
7191,I,1
7192,I,-1
7193,A,-1
7194,A,1
7195,K,-1
7196,I,1
7197,A,-1
7198,K,1
7199,K,-1
7200,I,-2
7201,I,1
7202,B,-1
7203,K,1
7204,B,1
7205,G,-1
7206,I,1
7207,F,-1
7208,L,-2
7209,J,-2
7210,J,1
7211,H,1
7212,H,-1
7213,J,-1
7214,I,-1
7215,I,1
7216,J,2
7217,H,1
7218,H,-1
7219,I,-2
7220,J,-1
7221,J,2
7222,L,1
7223,J,-1
7224,X,1
7225,I,2
7226,I,-1
7227,L,1
7228,H,-1
7229,I,1
7230,X,-1
7231,I,-2
7232,G,1
7233,J,1
7234,B,-1
7235,B,1
7236,J,-1
7237,H,1
7238,F,1
7239,K,-1
7240,A,1
7241,I,1
7242,I,1
7243,A,-1
7244,A,1
7245,I,-2
7246,I,2
7247,H,1
7248,H,-1
7249,A,-1
7250,I,-2
7251,B,-1
7252,I,1
7253,I,1
7254,H,1
7255,K,1
7256,E,1
7257,F,-1
7258,G,1
7259,G,-1
7260,B,1
7261,F,1
7262,B,-1
7263,D,-1
7264,K,-1
7265,K,1
7266,B,1
7267,B,-1
7268,K,-1
7269,D,1
7270,B,1
7271,A,1
7272,A,-1
7273,A,1
7274,K,1
7275,D,-1
7276,K,-1
7277,K,1
7278,D,1
7279,A,-1
7280,F,-1
7281,D,-1
7282,F,1
7283,B,-1
7284,B,1
7285,A,1
7286,A,-1
7287,B,-1
7288,D,1
7289,B,1
7290,A,1
7291,D,-1
7292,D,1
7293,F,-1
7294,D,-1
7295,L,-1
7296,L,1
7297,F,1
7298,F,-1
7299,L,-1
7300,D,1
7301,E,-1
7302,E,1
7303,L,1
7304,L,-1
7305,L,1
7306,L,-1
7307,D,-1
7308,L,1
7309,D,1
7310,L,-1
7311,A,-1
7312,E,-1
7313,G,-1
7314,E,1
7315,D,-1
7316,L,-1
7317,D,1
7318,E,-1
7319,E,1
7320,J,-2
7321,E,1
7322,E,-2
7323,E,2
7324,E,1
7325,E,-2
7326,E,1
7327,D,-1
7328,E,-1
7329,J,2
7330,J,-1
7331,D,1
7332,D,-1
7333,D,1
7334,E,-1
7335,H,-1
7336,J,1
7337,H,1
7338,H,-1
7339,I,-2
7340,L,2
7341,L,-2
7342,L,1
7343,J,1
7344,L,1
7345,G,1
7346,G,1
7347,C,1
7348,C,-1
7349,J,-1
7350,A,1
7351,C,1
7352,I,1
7353,A,-1
7354,I,-1
7355,C,-1
7356,I,1
7357,I,-1
7358,I,1
7359,G,-2
7360,X,1
7361,I,1
7362,X,-1
7363,L,-2
7364,L,1
7365,I,-2
7366,L,1
7367,X,1
7368,H,-1
7369,I,2
7370,I,-1
7371,I,-1
7372,I,2
7373,X,-1
7374,G,1
7375,B,-1
7376,H,1
7377,B,1
7378,H,-1
7379,I,-1
7380,G,-1
7381,G,1
7382,H,1
7383,G,-1
7384,F,1
7385,I,-1
7386,I,1
7387,I,1
7388,I,-2
7389,X,1
7390,I,1
7391,X,-1
7392,I,1
7393,K,-1
7394,H,1
7395,K,1
7396,K,-1
7397,K,1
7398,F,1
7399,F,-1
7400,K,-1
7401,F,1
7402,G,1
7403,B,-1
7404,F,-1
7405,K,1
7406,E,1
7407,E,-1
7408,H,-1
7409,H,1
7410,E,1
7411,B,1
7412,K,-1
7413,E,-1
7414,B,-1
7415,E,1
7416,E,-1
7417,F,1
7418,F,-1
7419,H,-1
7420,H,1
7421,K,1
7422,E,1
7423,B,1
7424,B,-1
7425,K,-1
7426,K,1
7427,E,-1
7428,B,1
7429,E,1
7430,G,-1
7431,G,1
7432,A,1
7433,E,-1
7434,E,1
7435,E,-1
7436,F,-1
7437,H,-2
7438,A,-1
7439,B,-1
7440,B,1
7441,I,-2
7442,A,1
7443,H,1
7444,A,-1
7445,J,1
7446,H,-1
7447,A,1
7448,H,1
7449,J,-1
7450,G,1
7451,C,1
7452,I,2
7453,I,-2
7454,J,1
7455,C,-1
7456,A,-1
7457,G,-2
7458,J,-1
7459,F,1
7460,I,2
7461,I,-1
7462,I,1
7463,I,-1
7464,I,-1
7465,I,2
7466,I,-1
7467,F,-1
7468,L,-1
7469,I,-1
7470,I,2
7471,G,1
7472,L,1
7473,G,-1
7474,I,-2
7475,I,1
7476,G,2
7477,I,-1
7478,I,2
7479,G,-1
7480,G,-1
7481,H,-1
7482,G,1
7483,B,-1
7484,B,1
7485,H,1
7486,L,-1
7487,I,-2
7488,B,-1
7489,L,1
7490,I,2
7491,L,-1
7492,I,-1
7493,I,-1
7494,J,1
7495,J,-1
7496,B,1
7497,I,2
7498,B,-1
7499,H,1
7500,H,-1
7501,I,-1
7502,B,1
7503,I,1
7504,G,-1
7505,L,-1
7506,I,-2
7507,I,1
7508,L,2
7509,L,-2
7510,J,-1
7511,I,-1
7512,J,-1
7513,I,1
7514,I,1
7515,J,1
7516,J,-1
7517,H,1
7518,E,3
7519,E,-3
7520,E,1
7521,J,1
7522,J,-1
7523,J,1
7524,D,-1
7525,J,-1
7526,E,1
7527,E,-1
7528,D,1
7529,E,2
7530,H,-1
7531,I,-1
7532,I,1
7533,H,1
7534,H,-1
7535,H,1
7536,H,-1
7537,D,-1
7538,H,1
7539,E,-2
7540,E,2
7541,E,-2
7542,J,1
7543,J,1
7544,J,-2
7545,J,1
7546,D,1
7547,E,-1
7548,E,1
7549,J,1
7550,J,-2
7551,J,2
7552,J,-2
7553,E,-1
7554,E,2
7555,E,1
7556,H,-1
7557,I,-2
7558,D,-1
7559,I,2
7560,D,1
7561,H,1
7562,D,-1
7563,H,-1
7564,I,-2
7565,I,-1
7566,I,3
7567,H,1
7568,E,-1
7569,D,1
7570,E,1
7571,E,-3
7572,E,2
7573,E,-2
7574,E,1
7575,D,-1
7576,D,1
7577,J,1
7578,E,-1
7579,H,-1
7580,H,1
7581,J,1
7582,J,-1
7583,J,-1
7584,E,2
7585,E,-1
7586,E,1
7587,E,-2
7588,E,1
7589,J,2
7590,J,-1
